pin_key,article_slug,pin_file,title,board,media_url,destination_url,publish_date,status,pinterest_url,notes
"shoe-rack-for-narrow-entryway/pin-02","shoe-rack-for-narrow-entryway","pin-02.png","The Doorway Pile Has A Measurement","Small Spaces That Actually Fit","https://doesitfithere.com/promo/shoe-rack-for-narrow-entryway/pins/pin-02.png","https://doesitfithere.com/guides/entryway-shoes/shoe-rack-for-narrow-entryway/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=shoe-rack-for-narrow-entryway-pin-02","2026-08-07T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"shoe-rack-for-narrow-entryway/pin-03","shoe-rack-for-narrow-entryway","pin-03.png","Fits If / Skip If: Shoe Storage","Small Spaces That Actually Fit","https://doesitfithere.com/promo/shoe-rack-for-narrow-entryway/pins/pin-03.png","https://doesitfithere.com/guides/entryway-shoes/shoe-rack-for-narrow-entryway/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=shoe-rack-for-narrow-entryway-pin-03","2026-08-08T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"slim-laundry-hamper-small-bathroom/pin-01","slim-laundry-hamper-small-bathroom","pin-01.png","Slim Hamper For Small Bathroom","Tiny Bathroom Storage","https://doesitfithere.com/promo/slim-laundry-hamper-small-bathroom/pins/pin-01.png","https://doesitfithere.com/guides/small-bathroom/slim-laundry-hamper-small-bathroom/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=slim-laundry-hamper-small-bathroom-pin-01","2026-08-09T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"slim-laundry-hamper-small-bathroom/pin-02","slim-laundry-hamper-small-bathroom","pin-02.png","Do Not Forget Hamper Bulge","Tiny Bathroom Storage","https://doesitfithere.com/promo/slim-laundry-hamper-small-bathroom/pins/pin-02.png","https://doesitfithere.com/guides/small-bathroom/slim-laundry-hamper-small-bathroom/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=slim-laundry-hamper-small-bathroom-pin-02","2026-08-10T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"slim-laundry-hamper-small-bathroom/pin-03","slim-laundry-hamper-small-bathroom","pin-03.png","Fits If / Skip If: Bathroom Hampers","Tiny Bathroom Storage","https://doesitfithere.com/promo/slim-laundry-hamper-small-bathroom/pins/pin-03.png","https://doesitfithere.com/guides/small-bathroom/slim-laundry-hamper-small-bathroom/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=slim-laundry-hamper-small-bathroom-pin-03","2026-08-11T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"over-toilet-storage-low-ceiling/pin-01","over-toilet-storage-low-ceiling","pin-01.png","Over-Toilet Storage, Low Ceiling?","Tiny Bathroom Storage","https://doesitfithere.com/promo/over-toilet-storage-low-ceiling/pins/pin-01.png","https://doesitfithere.com/guides/small-bathroom/over-toilet-storage-low-ceiling/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=over-toilet-storage-low-ceiling-pin-01","2026-08-12T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"over-toilet-storage-low-ceiling/pin-02","over-toilet-storage-low-ceiling","pin-02.png","The Tank Lid Still Has To Open","Tiny Bathroom Storage","https://doesitfithere.com/promo/over-toilet-storage-low-ceiling/pins/pin-02.png","https://doesitfithere.com/guides/small-bathroom/over-toilet-storage-low-ceiling/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=over-toilet-storage-low-ceiling-pin-02","2026-08-13T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"over-toilet-storage-low-ceiling/pin-03","over-toilet-storage-low-ceiling","pin-03.png","Fits If / Skip If: Toilet Storage","Tiny Bathroom Storage","https://doesitfithere.com/promo/over-toilet-storage-low-ceiling/pins/pin-03.png","https://doesitfithere.com/guides/small-bathroom/over-toilet-storage-low-ceiling/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=over-toilet-storage-low-ceiling-pin-03","2026-08-14T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"drying-rack-small-apartment/pin-01","drying-rack-small-apartment","pin-01.png","Drying Rack For Small Apartment","Small Spaces That Actually Fit","https://doesitfithere.com/promo/drying-rack-small-apartment/pins/pin-01.png","https://doesitfithere.com/guides/laundry-corners/drying-rack-small-apartment/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=drying-rack-small-apartment-pin-01","2026-08-15T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"drying-rack-small-apartment/pin-02","drying-rack-small-apartment","pin-02.png","Where Will It Open?","Small Spaces That Actually Fit","https://doesitfithere.com/promo/drying-rack-small-apartment/pins/pin-02.png","https://doesitfithere.com/guides/laundry-corners/drying-rack-small-apartment/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=drying-rack-small-apartment-pin-02","2026-08-16T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"drying-rack-small-apartment/pin-03","drying-rack-small-apartment","pin-03.png","Fits If / Skip If: Drying Racks","Small Spaces That Actually Fit","https://doesitfithere.com/promo/drying-rack-small-apartment/pins/pin-03.png","https://doesitfithere.com/guides/laundry-corners/drying-rack-small-apartment/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=drying-rack-small-apartment-pin-03","2026-08-17T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"compact-desk-bedroom-corner/pin-01","compact-desk-bedroom-corner","pin-01.png","Compact Desk For Bedroom Corner","Small Bedroom Furniture","https://doesitfithere.com/promo/compact-desk-bedroom-corner/pins/pin-01.png","https://doesitfithere.com/guides/tiny-desks/compact-desk-bedroom-corner/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=compact-desk-bedroom-corner-pin-01","2026-08-18T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"compact-desk-bedroom-corner/pin-02","compact-desk-bedroom-corner","pin-02.png","Small Desk, Big Clearance Problem","Small Bedroom Furniture","https://doesitfithere.com/promo/compact-desk-bedroom-corner/pins/pin-02.png","https://doesitfithere.com/guides/tiny-desks/compact-desk-bedroom-corner/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=compact-desk-bedroom-corner-pin-02","2026-08-19T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"compact-desk-bedroom-corner/pin-03","compact-desk-bedroom-corner","pin-03.png","Fits If / Skip If: Tiny Desks","Small Bedroom Furniture","https://doesitfithere.com/promo/compact-desk-bedroom-corner/pins/pin-03.png","https://doesitfithere.com/guides/tiny-desks/compact-desk-bedroom-corner/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=compact-desk-bedroom-corner-pin-03","2026-08-20T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"rolling-cart-beside-fridge/pin-01","rolling-cart-beside-fridge","pin-01.png","Rolling Cart Beside Fridge","Narrow Kitchen Finds","https://doesitfithere.com/promo/rolling-cart-beside-fridge/pins/pin-01.png","https://doesitfithere.com/guides/narrow-kitchen/rolling-cart-beside-fridge/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=rolling-cart-beside-fridge-pin-01","2026-08-21T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"rolling-cart-beside-fridge/pin-02","rolling-cart-beside-fridge","pin-02.png","Do Not Trust The Fridge Gap","Narrow Kitchen Finds","https://doesitfithere.com/promo/rolling-cart-beside-fridge/pins/pin-02.png","https://doesitfithere.com/guides/narrow-kitchen/rolling-cart-beside-fridge/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=rolling-cart-beside-fridge-pin-02","2026-08-22T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"rolling-cart-beside-fridge/pin-03","rolling-cart-beside-fridge","pin-03.png","Fits If / Skip If: Fridge Carts","Narrow Kitchen Finds","https://doesitfithere.com/promo/rolling-cart-beside-fridge/pins/pin-03.png","https://doesitfithere.com/guides/narrow-kitchen/rolling-cart-beside-fridge/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=rolling-cart-beside-fridge-pin-03","2026-08-23T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"under-bed-storage-bins-low-clearance/pin-01","under-bed-storage-bins-low-clearance","pin-01.png","Under-Bed Bins, Low Clearance","Low Clearance Storage","https://doesitfithere.com/promo/under-bed-storage-bins-low-clearance/pins/pin-01.png","https://doesitfithere.com/guides/low-clearance-storage/under-bed-storage-bins-low-clearance/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=under-bed-storage-bins-low-clearance-pin-01","2026-08-24T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"under-bed-storage-bins-low-clearance/pin-02","under-bed-storage-bins-low-clearance","pin-02.png","The Wheel Height Counts","Low Clearance Storage","https://doesitfithere.com/promo/under-bed-storage-bins-low-clearance/pins/pin-02.png","https://doesitfithere.com/guides/low-clearance-storage/under-bed-storage-bins-low-clearance/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=under-bed-storage-bins-low-clearance-pin-02","2026-08-25T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
"under-bed-storage-bins-low-clearance/pin-03","under-bed-storage-bins-low-clearance","pin-03.png","Fits If / Skip If: Under-Bed Storage","Low Clearance Storage","https://doesitfithere.com/promo/under-bed-storage-bins-low-clearance/pins/pin-03.png","https://doesitfithere.com/guides/low-clearance-storage/under-bed-storage-bins-low-clearance/?utm_source=pinterest&utm_medium=social&utm_campaign=bulk_promo&utm_content=under-bed-storage-bins-low-clearance-pin-03","2026-08-26T15:00:00","exported","","Included in pinterest-upload-scheduled.csv and pinterest-upload-next.csv; set status to uploaded after successful import."
